Image Name,Healthy (true/false),How Healthy? (1-10),Lighting Conditions (sun/partial/shade),
grass (2036).jpg,FALSE,4,sun,
grass (2037).jpg,FALSE,4,sun,
grass (2038).jpg,FALSE,3,sun,
grass (2039).jpg,FALSE,4,sun,
grass (2040).jpg,FALSE,3,sun,
grass (2041).jpg,FALSE,3,sun,
grass (2042).jpg,FALSE,4,sun,
grass (2043).jpg,FALSE,3,sun,
grass (2044).jpg,FALSE,4,sun,
grass (2045).jpg,FALSE,4,sun,
grass (2046).jpg,FALSE,4,sun,
grass (2047).jpg,FALSE,4,sun,
grass (2048).jpg,FALSE,4,sun,
grass (2049).jpg,FALSE,4,sun,
grass (2050).jpg,FALSE,4,sun,
grass (2051).jpg,FALSE,4,sun,
grass (2052).jpg,FALSE,4,sun,
grass (2053).jpg,FALSE,3,sun,
grass (2054).jpg,FALSE,4,sun,
grass (2055).jpg,FALSE,4,sun,
grass (2056).jpg,FALSE,4,sun,
grass (2057).jpg,FALSE,4,sun,
grass (2058).jpg,TRUE,7,sun,
grass (2059).jpg,FALSE,4,sun,
grass (2060).jpg,TRUE,5,sun,
grass (2061).jpg,TRUE,6,sun,
grass (2062).jpg,FALSE,4,sun,
grass (2063).jpg,FALSE,4,sun,
grass (2064).jpg,FALSE,4,sun,
grass (2065).jpg,FALSE,4,sun,
grass (2066).jpg,FALSE,4,sun,
grass (2067).jpg,FALSE,3,sun,
grass (2068).jpg,FALSE,4,sun,
grass (2069).jpg,FALSE,4,sun,
grass (2070).jpg,FALSE,4,sun,
grass (2071).jpg,TRUE,5,sun,
grass (2072).jpg,TRUE,5,sun,
grass (2073).jpg,TRUE,5,sun,
grass (2074).jpg,TRUE,5,sun,
grass (2075).jpg,TRUE,5,sun,
grass (2076).jpg,FALSE,4,sun,
grass (2077).jpg,FALSE,4,sun,
grass (2078).jpg,FALSE,4,sun,
grass (2079).jpg,FALSE,4,sun,
grass (2080).jpg,FALSE,4,sun,
grass (2081).jpg,FALSE,4,sun,
grass (2082).jpg,FALSE,4,sun,
grass (2083).jpg,FALSE,4,sun,
grass (2084).jpg,FALSE,4,sun,
grass (2085).jpg,FALSE,4,sun,
grass (2086).jpg,FALSE,4,sun,
grass (2087).jpg,FALSE,4,sun,
grass (2088).jpg,FALSE,4,sun,
grass (2089).jpg,FALSE,4,sun,
grass (2090).jpg,TRUE,5,sun,
grass (2091).jpg,FALSE,4,sun,
grass (2092).jpg,FALSE,4,sun,
grass (2093).jpg,FALSE,4,sun,
grass (2094).jpg,FALSE,4,sun,
grass (2095).jpg,FALSE,4,sun,
grass (2096).jpg,FALSE,4,sun,
grass (2097).jpg,FALSE,4,sun,
grass (2098).jpg,FALSE,4,sun,
grass (2099).jpg,FALSE,4,sun,
grass (2100).jpg,FALSE,4,sun,
grass (2101).jpg,FALSE,4,sun,
grass (2102).jpg,FALSE,4,sun,
grass (2103).jpg,FALSE,4,sun,
grass (2104).jpg,FALSE,4,sun,
grass (2105).jpg,FALSE,4,sun,
grass (2106).jpg,FALSE,4,sun,
grass (2107).jpg,FALSE,4,sun,
grass (2108).jpg,TRUE,5,sun,
grass (2109).jpg,TRUE,5,sun,
grass (2110).jpg,TRUE,5,sun,
grass (2111).jpg,TRUE,5,sun,
grass (2112).jpg,TRUE,5,sun,
grass (2113).jpg,TRUE,5,sun,
grass (2114).jpg,TRUE,6,sun,
grass (2115).jpg,TRUE,6,sun,
grass (2116).jpg,TRUE,5,sun,
grass (2117).jpg,TRUE,6,sun,
grass (2118).jpg,FALSE,4,sun,
grass (2119).jpg,TRUE,5,sun,
grass (2120).jpg,TRUE,5,sun,
grass (2121).jpg,TRUE,5,sun,
grass (2122).jpg,TRUE,6,sun,
grass (2123).jpg,TRUE,5,sun,
grass (2124).jpg,FALSE,4,sun,
grass (2125).jpg,TRUE,5,sun,
grass (2126).jpg,TRUE,5,sun,
grass (2127).jpg,TRUE,5,sun,
grass (2128).jpg,TRUE,5,sun,
grass (2129).jpg,TRUE,5,sun,
grass (2130).jpg,TRUE,5,sun,
grass (2131).jpg,TRUE,5,sun,
grass (2132).jpg,FALSE,4,sun,
grass (2133).jpg,FALSE,4,sun,
grass (2134).jpg,FALSE,4,sun,
grass (2135).jpg,TRUE,5,sun,
grass (2136).jpg,TRUE,6,sun,
grass (2137).jpg,TRUE,5,sun,
grass (2138).jpg,TRUE,5,sun,
grass (2139).jpg,TRUE,5,sun,
grass (2140).jpg,TRUE,5,sun,
grass (2141).jpg,FALSE,4,sun,
grass (2142).jpg,TRUE,5,sun,
grass (2143).jpg,TRUE,5,sun,
grass (2144).jpg,FALSE,4,sun,
grass (2145).jpg,FALSE,4,sun,
grass (2146).jpg,FALSE,4,sun,
grass (2147).jpg,TRUE,5,sun,
grass (2148).jpg,TRUE,5,sun,
grass (2149).jpg,TRUE,7,sun,
grass (2150).jpg,TRUE,5,sun,
grass (2151).jpg,TRUE,5,sun,
grass (2152).jpg,TRUE,6,sun,
grass (2153).jpg,TRUE,6,sun,
grass (2154).jpg,TRUE,6,sun,
grass (2155).jpg,TRUE,7,sun,
grass (2156).jpg,TRUE,7,sun,
grass (2157).jpg,TRUE,6,sun,
grass (2158).jpg,TRUE,5,sun,
grass (2159).jpg,TRUE,6,sun,
grass (2160).jpg,TRUE,5,sun,
grass (2161).jpg,FALSE,4,sun,
grass (2162).jpg,TRUE,6,sun,
grass (2163).jpg,TRUE,7,sun,
grass (2164).jpg,TRUE,7,sun,
grass (2165).jpg,TRUE,6,sun,
grass (2166).jpg,FALSE,4,sun,
grass (2167).jpg,TRUE,6,sun,
grass (2168).jpg,FALSE,4,sun,
grass (2169).jpg,TRUE,6,sun,
grass (2170).jpg,TRUE,6,sun,
grass (2171).jpg,TRUE,6,sun,
grass (2172).jpg,TRUE,5,sun,
grass (2173).jpg,TRUE,5,sun,
grass (2174).jpg,FALSE,4,sun,
grass (2175).jpg,TRUE,5,sun,
grass (2176).jpg,FALSE,4,sun,
grass (2177).jpg,TRUE,5,sun,
grass (2178).jpg,TRUE,7,sun,
grass (2179).jpg,TRUE,5,sun,
grass (2180).jpg,TRUE,7,sun,
grass (2181).jpg,TRUE,6,sun,
grass (2182).jpg,TRUE,6,sun,
grass (2183).jpg,TRUE,6,sun,
grass (2184).jpg,TRUE,5,sun,
grass (2185).jpg,FALSE,4,sun,
grass (2186).jpg,TRUE,5,sun,
grass (2187).jpg,TRUE,5,sun,
grass (2188).jpg,TRUE,6,sun,
grass (2189).jpg,TRUE,7,sun,
grass (2190).jpg,TRUE,7,sun,
grass (2191).jpg,TRUE,5,sun,
grass (2192).jpg,TRUE,6,sun,
grass (2193).jpg,TRUE,5,sun,
grass (2194).jpg,TRUE,6,sun,
grass (2195).jpg,FALSE,4,sun,
grass (2196).jpg,TRUE,8,sun,
grass (2197).jpg,TRUE,7,sun,
grass (2198).jpg,TRUE,7,sun,
grass (2199).jpg,TRUE,5,sun,
grass (2200).jpg,TRUE,6,sun,
grass (2201).jpg,TRUE,5,sun,
grass (2202).jpg,TRUE,7,sun,
grass (2203).jpg,FALSE,4,sun,
grass (2204).jpg,FALSE,4,sun,
grass (2205).jpg,FALSE,4,sun,
grass (2206).jpg,TRUE,6,sun,
grass (2207).jpg,TRUE,7,sun,
grass (2208).jpg,TRUE,6,sun,
grass (2209).jpg,TRUE,6,sun,
grass (2210).jpg,FALSE,4,sun,
grass (2211).jpg,TRUE,7,sun,
grass (2212).jpg,FALSE,4,sun,
grass (2213).jpg,FALSE,4,sun,
grass (2214).jpg,TRUE,5,sun,
grass (2215).jpg,TRUE,7,sun,
grass (2216).jpg,FALSE,4,sun,
grass (2217).jpg,TRUE,7,sun,
grass (2218).jpg,TRUE,8,sun,
grass (2219).jpg,TRUE,7,sun,
grass (2220).jpg,TRUE,5,sun,
grass (2221).jpg,TRUE,7,sun,
grass (2222).jpg,TRUE,6,sun,
grass (2223).jpg,TRUE,6,sun,
grass (2224).jpg,TRUE,6,sun,
grass (2225).jpg,TRUE,7,sun,
grass (2226).jpg,TRUE,6,sun,
grass (2227).jpg,TRUE,5,sun,
grass (2228).jpg,TRUE,5,sun,
grass (2229).jpg,TRUE,5,sun,
grass (2230).jpg,TRUE,5,sun,
grass (2231).jpg,FALSE,4,sun,
grass (2232).jpg,TRUE,5,sun,
grass (2233).jpg,TRUE,5,sun,
grass (2234).jpg,TRUE,5,sun,
grass (2235).jpg,TRUE,5,sun,
grass (2236).jpg,TRUE,5,sun,
grass (2237).jpg,TRUE,5,sun,
grass (2238).jpg,TRUE,5,sun,
grass (2239).jpg,TRUE,6,sun,
grass (2240).jpg,TRUE,6,sun,
grass (2241).jpg,TRUE,5,sun,
grass (2242).jpg,TRUE,5,sun,
grass (2243).jpg,TRUE,5,sun,
grass (2244).jpg,TRUE,6,sun,
grass (2245).jpg,TRUE,6,sun,
grass (2246).jpg,TRUE,5,sun,
grass (2247).jpg,TRUE,5,sun,
grass (2248).jpg,TRUE,5,sun,
grass (2249).jpg,TRUE,5,sun,
grass (2250).jpg,TRUE,6,sun,
grass (2251).jpg,TRUE,6,sun,
grass (2252).jpg,TRUE,6,sun,
grass (2253).jpg,TRUE,7,sun,
grass (2254).jpg,TRUE,8,sun,
grass (2255).jpg,FALSE,4,sun,
grass (2256).jpg,FALSE,4,sun,
grass (2257).jpg,FALSE,4,sun,
grass (2258).jpg,FALSE,4,sun,
grass (2259).jpg,TRUE,5,sun,
grass (2260).jpg,TRUE,8,sun,
grass (2261).jpg,TRUE,5,sun,
grass (2262).jpg,TRUE,8,sun,
grass (2263).jpg,TRUE,5,sun,
grass (2264).jpg,TRUE,5,sun,
grass (2265).jpg,FALSE,3,sun,
grass (2266).jpg,FALSE,3,sun,
grass (2267).jpg,FALSE,4,sun,
grass (2268).jpg,FALSE,4,sun,
grass (2269).jpg,FALSE,4,sun,
grass (2270).jpg,FALSE,4,sun,
grass (2271).jpg,FALSE,4,sun,
grass (2272).jpg,FALSE,4,sun,
grass (2273).jpg,TRUE,7,sun,
grass (2274).jpg,TRUE,6,sun,
grass (2275).jpg,FALSE,4,sun,
grass (2276).jpg,FALSE,4,sun,
grass (2277).jpg,FALSE,4,sun,
grass (2278).jpg,FALSE,4,sun,
grass (2279).jpg,TRUE,5,sun,
grass (2280).jpg,TRUE,5,sun,
grass (2281).jpg,FALSE,4,sun,
grass (2282).jpg,FALSE,4,sun,
grass (2283).jpg,TRUE,5,sun,
grass (2284).jpg,FALSE,4,sun,
grass (2285).jpg,TRUE,5,sun,
grass (2286).jpg,FALSE,4,sun,
grass (2287).jpg,TRUE,6,sun,
grass (2288).jpg,TRUE,6,sun,
grass (2289).jpg,TRUE,5,sun,
grass (2290).jpg,TRUE,6,sun,
grass (2291).jpg,TRUE,6,sun,
grass (2292).jpg,TRUE,6,sun,
grass (2293).jpg,TRUE,5,sun,
grass (2294).jpg,FALSE,4,sun,
grass (2295).jpg,FALSE,4,sun,
grass (2296).jpg,FALSE,4,sun,
grass (2297).jpg,TRUE,5,sun,
grass (2298).jpg,FALSE,4,sun,
grass (2299).jpg,TRUE,5,sun,
grass (2300).jpg,FALSE,4,sun,
grass (2301).jpg,TRUE,6,sun,
grass (2302).jpg,TRUE,8,sun,
grass (2303).jpg,FALSE,4,sun,
grass (2304).jpg,TRUE,7,sun,
grass (2305).jpg,TRUE,7,sun,
grass (2306).jpg,TRUE,8,sun,
grass (2307).jpg,TRUE,6,sun,
grass (2308).jpg,TRUE,7,sun,
grass (2309).jpg,TRUE,7,sun,
grass (2310).jpg,TRUE,8,sun,
grass (2311).jpg,TRUE,8,sun,
grass (2312).jpg,TRUE,7,sun,
grass (2313).jpg,TRUE,7,sun,
grass (2314).jpg,TRUE,8,sun,
grass (2315).jpg,TRUE,6,sun,
grass (2316).jpg,TRUE,8,sun,blurry
grass (2317).jpg,TRUE,8,sun,
grass (2318).jpg,TRUE,6,sun,
grass (2319).jpg,TRUE,7,sun,
grass (2320).jpg,TRUE,8,sun,
grass (2321).jpg,TRUE,8,sun,
grass (2322).jpg,TRUE,8,sun,
grass (2323).jpg,TRUE,8,sun,
grass (2324).jpg,TRUE,7,sun,
grass (2325).jpg,TRUE,7,sun,
grass (2326).jpg,TRUE,6,sun,
grass (2327).jpg,TRUE,7,sun,
grass (2328).jpg,TRUE,7,sun,
grass (2329).jpg,TRUE,8,sun,
grass (2330).jpg,TRUE,8,sun,
grass (2331).jpg,TRUE,7,sun,
grass (2332).jpg,TRUE,6,sun,blurry
grass (2333).jpg,TRUE,5,sun,
grass (2334).jpg,TRUE,7,sun,
grass (2335).jpg,TRUE,6,sun,
grass (2336).jpg,TRUE,7,sun,
grass (2337).jpg,TRUE,7,sun,
grass (2338).jpg,TRUE,7,sun,
grass (2339).jpg,TRUE,8,sun,
grass (2340).jpg,FALSE,4,sun,
grass (2341).jpg,TRUE,8,sun,
grass (2342).jpg,TRUE,7,sun,
grass (2343).jpg,TRUE,7,sun,doggo
grass (2344).jpg,TRUE,7,sun,
grass (2345).jpg,TRUE,8,sun,
grass (2346).jpg,TRUE,5,sun,
grass (2347).jpg,TRUE,6,sun,
grass (2348).jpg,TRUE,6,sun,
grass (2349).jpg,TRUE,8,sun,
grass (2350).jpg,TRUE,7,sun,
grass (2351).jpg,TRUE,7,sun,
grass (2352).jpg,TRUE,6,sun,
grass (2353).jpg,TRUE,7,sun,
grass (2354).jpg,TRUE,7,sun,
grass (2355).jpg,TRUE,6,sun,
grass (2356).jpg,TRUE,7,sun,
grass (2357).jpg,TRUE,6,sun,
grass (2358).jpg,TRUE,5,sun,
grass (2359).jpg,TRUE,5,sun,
grass (2360).jpg,TRUE,6,sun,
grass (2361).jpg,TRUE,6,sun,
grass (2362).jpg,TRUE,7,sun,
grass (2363).jpg,TRUE,8,sun,
grass (2364).jpg,TRUE,8,sun,
grass (2365).jpg,TRUE,6,sun,
grass (2366).jpg,FALSE,3,sun,
grass (2367).jpg,FALSE,4,sun,
grass (2368).jpg,TRUE,6,sun,
grass (2369).jpg,TRUE,6,sun,
grass (2370).jpg,TRUE,7,sun,
grass (2371).jpg,TRUE,5,sun,
grass (2372).jpg,TRUE,6,sun,
grass (2373).jpg,TRUE,6,sun,
grass (2374).jpg,TRUE,7,sun,
grass (2375).jpg,TRUE,6,sun,
grass (2376).jpg,TRUE,7,sun,
grass (2377).jpg,TRUE,5,sun,
grass (2378).jpg,TRUE,9,sun,
grass (2379).jpg,TRUE,8,sun,
grass (2380).jpg,FALSE,5,sun,blurry
grass (2381).jpg,TRUE,8,sun,
grass (2382).jpg,TRUE,6,sun,
grass (2383).jpg,TRUE,8,sun,
grass (2384).jpg,TRUE,7,sun,
grass (2385).jpg,TRUE,6,sun,
grass (2386).jpg,TRUE,8,sun,
grass (2387).jpg,TRUE,7,sun,
grass (2388).jpg,TRUE,7,sun,
grass (2389).jpg,TRUE,7,sun,
grass (2390).jpg,TRUE,8,sun,
grass (2391).jpg,TRUE,8,sun,
grass (2392).jpg,TRUE,7,sun,
grass (2393).jpg,TRUE,8,sun,
grass (2394).jpg,TRUE,7,sun,
grass (2395).jpg,TRUE,8,sun,
grass (2396).jpg,TRUE,8,sun,
grass (2397).jpg,TRUE,5,sun,
grass (2398).jpg,TRUE,7,sun,
grass (2399).jpg,TRUE,8,sun,
grass (2400).jpg,TRUE,9,sun,
grass (2401).jpg,TRUE,5,sun,
grass (2402).jpg,TRUE,7,sun,
grass (2403).jpg,TRUE,7,sun,
grass (2404).jpg,TRUE,6,sun,
grass (2405).jpg,TRUE,5,sun,
grass (2406).jpg,TRUE,5,sun,
grass (2407).jpg,FALSE,4,sun,
grass (2408).jpg,TRUE,5,sun,
grass (2409).jpg,TRUE,5,sun,
grass (2410).jpg,FALSE,4,sun,
grass (2411).jpg,TRUE,6,sun,
grass (2412).jpg,TRUE,6,sun,
grass (2413).jpg,TRUE,5,sun,
grass (2414).jpg,FALSE,4,sun,
grass (2415).jpg,TRUE,5,sun,
grass (2416).jpg,FALSE,4,sun,
grass (2417).jpg,FALSE,4,sun,
grass (2418).jpg,FALSE,4,sun,
grass (2419).jpg,TRUE,7,sun,
grass (2420).jpg,TRUE,7,sun,
grass (2421).jpg,FALSE,4,sun,
grass (2422).jpg,FALSE,4,sun,
grass (2423).jpg,TRUE,6,sun,
grass (2424).jpg,TRUE,5,sun,
grass (2425).jpg,FALSE,4,sun,
grass (2426).jpg,FALSE,4,sun,
grass (2427).jpg,FALSE,4,sun,
grass (2428).jpg,TRUE,5,sun,
grass (2429).jpg,TRUE,6,sun,
grass (2430).jpg,TRUE,5,sun,
grass (2431).jpg,FALSE,4,sun,
grass (2432).jpg,FALSE,4,sun,
grass (2433).jpg,FALSE,4,sun,
grass (2434).jpg,FALSE,4,sun,
grass (2435).jpg,TRUE,5,sun,
grass (2436).jpg,FALSE,4,sun,
grass (2437).jpg,TRUE,6,sun,
grass (2438).jpg,TRUE,6,sun,
grass (2439).jpg,FALSE,4,sun,
grass (2440).jpg,FALSE,4,sun,
grass (2441).jpg,FALSE,4,sun,
grass (2442).jpg,TRUE,5,sun,
grass (2443).jpg,TRUE,6,sun,
grass (2444).jpg,TRUE,6,sun,
grass (2445).jpg,TRUE,5,sun,
grass (2446).jpg,FALSE,4,sun,
grass (2447).jpg,TRUE,5,sun,
grass (2448).jpg,TRUE,5,sun,
grass (2449).jpg,TRUE,5,sun,
grass (2450).jpg,FALSE,4,sun,
grass (2451).jpg,FALSE,4,sun,
grass (2452).jpg,TRUE,5,sun,
grass (2453).jpg,TRUE,5,sun,
grass (2454).jpg,TRUE,5,sun,
grass (2455).jpg,TRUE,6,sun,
grass (2456).jpg,TRUE,5,sun,
grass (2457).jpg,FALSE,4,sun,
grass (2458).jpg,TRUE,5,sun,
grass (2459).jpg,FALSE,4,sun,
grass (2460).jpg,FALSE,4,sun,
grass (2461).jpg,TRUE,7,sun,
grass (2462).jpg,TRUE,7,sun,
grass (2463).jpg,TRUE,6,sun,
grass (2464).jpg,FALSE,4,sun,
grass (2465).jpg,FALSE,4,sun,
grass (2466).jpg,FALSE,4,sun,
grass (2467).jpg,TRUE,6,sun,
grass (2468).jpg,TRUE,7,sun,doggo
grass (2469).jpg,FALSE,4,sun,
grass (2470).jpg,FALSE,4,sun,
grass (2471).jpg,TRUE,8,sun,
grass (2472).jpg,FALSE,4,sun,
grass (2473).jpg,TRUE,7,sun,
grass (2474).jpg,TRUE,7,sun,
grass (2475).jpg,TRUE,6,sun,
grass (2476).jpg,TRUE,7,sun,
grass (2477).jpg,FALSE,4,sun,
grass (2478).jpg,FALSE,4,sun,
grass (2479).jpg,FALSE,4,sun,doggo
grass (2480).jpg,FALSE,4,sun,
grass (2481).jpg,FALSE,4,sun,
grass (2482).jpg,FALSE,4,sun,
grass (2483).jpg,FALSE,4,sun,
grass (2484).jpg,FALSE,4,sun,
grass (2485).jpg,TRUE,5,sun,
grass (2486).jpg,FALSE,4,sun,
grass (2487).jpg,FALSE,4,sun,
grass (2488).jpg,FALSE,4,sun,
grass (2489).jpg,FALSE,4,sun,
grass (2490).jpg,FALSE,4,sun,
grass (2491).jpg,FALSE,4,sun,
grass (2492).jpg,FALSE,4,sun,
grass (2493).jpg,FALSE,4,sun,
grass (2494).jpg,FALSE,4,sun,
grass (2495).jpg,FALSE,4,sun,
grass (2496).jpg,FALSE,3,sun,
grass (2497).jpg,FALSE,4,sun,
grass (2498).jpg,FALSE,3,sun,
grass (2499).jpg,FALSE,4,sun,
grass (2500).jpg,FALSE,4,sun,
grass (2501).jpg,FALSE,3,sun,
grass (2502).jpg,FALSE,3,sun,
grass (2503).jpg,FALSE,3,sun,
grass (2504).jpg,FALSE,3,sun,
grass (2505).jpg,FALSE,3,sun,
grass (2506).jpg,FALSE,4,sun,
grass (2507).jpg,FALSE,3,sun,
grass (2508).jpg,FALSE,4,sun,
grass (2509).jpg,FALSE,4,sun,
grass (2510).jpg,FALSE,3,sun,
grass (2511).jpg,TRUE,5,sun,
grass (2512).jpg,FALSE,4,sun,
grass (2513).jpg,FALSE,4,sun,
grass (2514).jpg,TRUE,6,sun,
grass (2515).jpg,FALSE,4,sun,
grass (2516).jpg,FALSE,4,sun,
grass (2517).jpg,FALSE,4,sun,
grass (2518).jpg,TRUE,6,sun,
grass (2519).jpg,TRUE,6,sun,
grass (2520).jpg,FALSE,4,sun,
grass (2521).jpg,FALSE,4,sun,
grass (2522).jpg,FALSE,4,sun,
grass (2523).jpg,FALSE,4,sun,
grass (2524).jpg,FALSE,4,sun,
grass (2525).jpg,TRUE,5,sun,
grass (2526).jpg,FALSE,4,sun,
grass (2527).jpg,FALSE,4,sun,
grass (2528).jpg,TRUE,6,sun,
grass (2529).jpg,TRUE,7,sun,
grass (2530).jpg,FALSE,4,sun,
grass (2531).jpg,TRUE,5,sun,
grass (2532).jpg,FALSE,4,sun,
grass (2533).jpg,FALSE,4,sun,
grass (2534).jpg,FALSE,4,sun,
grass (2535).jpg,FALSE,4,sun,
grass (2536).jpg,FALSE,4,sun,
grass (2537).jpg,FALSE,4,sun,
grass (2538).jpg,FALSE,4,sun,
grass (2539).jpg,FALSE,4,sun,
grass (2540).jpg,FALSE,4,sun,
grass (2541).jpg,FALSE,3,sun,
grass (2542).jpg,FALSE,3,sun,
grass (2543).jpg,FALSE,4,sun,
grass (2544).jpg,TRUE,5,sun,
grass (2545).jpg,FALSE,4,sun,
grass (2546).jpg,FALSE,4,sun,
grass (2547).jpg,FALSE,4,sun,
grass (2548).jpg,FALSE,4,sun,
grass (2549).jpg,FALSE,4,sun,
grass (2550).jpg,FALSE,4,sun,
grass (2551).jpg,FALSE,3,sun,
grass (2552).jpg,FALSE,4,partial,
grass (2553).jpg,FALSE,4,partial,
grass (2554).jpg,FALSE,2,partial,
grass (2555).jpg,FALSE,3,shade,
grass (2556).jpg,FALSE,4,partial,
grass (2557).jpg,FALSE,4,shade,
grass (2558).jpg,FALSE,4,shade,
grass (2559).jpg,FALSE,4,partial,
grass (2560).jpg,TRUE,5,partial,
grass (2561).jpg,TRUE,6,partial,
grass (2562).jpg,TRUE,5,partial,
grass (2563).jpg,FALSE,3,partial,
grass (2564).jpg,FALSE,3,shade,
grass (2565).jpg,FALSE,3,shade,
grass (2566).jpg,TRUE,5,partial,
grass (2567).jpg,TRUE,5,partial,
grass (2568).jpg,FALSE,4,partial,
grass (2569).jpg,TRUE,6,partial,
grass (2570).jpg,TRUE,6,partial,
grass (2571).jpg,TRUE,7,partial,
grass (2572).jpg,TRUE,5,sun,
grass (2573).jpg,FALSE,1,sun,
grass (2574).jpg,FALSE,2,partial,
grass (2575).jpg,FALSE,2,partial,
grass (2576).jpg,TRUE,5,partial,
grass (2577).jpg,TRUE,5,shade,
grass (2578).jpg,FALSE,4,shade,
grass (2579).jpg,FALSE,4,shade,
grass (2580).jpg,FALSE,3,shade,
grass (2581).jpg,FALSE,2,partial,
grass (2582).jpg,FALSE,2,partial,
grass (2583).jpg,FALSE,2,partial,
grass (2584).jpg,FALSE,3,partial,
grass (2585).jpg,FALSE,3,partial,
grass (2586).jpg,FALSE,2,partial,
grass (2587).jpg,FALSE,2,partial,
grass (2588).jpg,FALSE,2,shade,
grass (2589).jpg,FALSE,1,partial,
grass (2590).jpg,FALSE,1,partial,
grass (2591).jpg,FALSE,1,partial,
grass (2592).jpg,FALSE,1,partial,
grass (2593).jpg,FALSE,1,partial,
grass (2594).jpg,FALSE,2,partial,
grass (2595).jpg,FALSE,2,partial,
grass (2596).jpg,TRUE,6,shade,
grass (2597).jpg,TRUE,6,shade,
grass (2598).jpg,TRUE,5,shade,
grass (2599).jpg,TRUE,5,shade,
grass (2600).jpg,TRUE,6,shade,
grass (2601).jpg,TRUE,7,partial,
grass (2602).jpg,TRUE,7,partial,
grass (2603).jpg,TRUE,6,partial,
grass (2604).jpg,TRUE,7,partial,
grass (2605).jpg,TRUE,6,partial,
grass (2606).jpg,TRUE,6,sun,
grass (2607).jpg,TRUE,7,sun,
grass (2608).jpg,TRUE,7,sun,
grass (2609).jpg,TRUE,7,sun,
grass (2610).jpg,TRUE,7,sun,
grass (2611).jpg,TRUE,7,sun,
grass (2612).jpg,TRUE,6,sun,
grass (2613).jpg,TRUE,7,sun,
grass (2614).jpg,TRUE,7,partial,
grass (2615).jpg,TRUE,7,partial,
grass (2616).jpg,TRUE,5,partial,
grass (2617).jpg,TRUE,5,partial,
grass (2618).jpg,TRUE,5,partial,
grass (2619).jpg,TRUE,5,partial,
grass (2620).jpg,TRUE,5,sun,
grass (2621).jpg,TRUE,5,sun,
grass (2622).jpg,TRUE,5,sun,
grass (2623).jpg,TRUE,6,sun,
grass (2624).jpg,TRUE,5,sun,
grass (2625).jpg,TRUE,5,sun,
grass (2626).jpg,TRUE,5,sun,
grass (2627).jpg,TRUE,5,sun,
grass (2628).jpg,FALSE,4,sun,
grass (2629).jpg,FALSE,3,sun,
grass (2630).jpg,FALSE,4,sun,
grass (2631).jpg,TRUE,5,sun,
grass (2632).jpg,TRUE,6,sun,
grass (2633).jpg,TRUE,6,sun,
grass (2634).jpg,TRUE,6,sun,
grass (2635).jpg,TRUE,6,sun,
grass (2636).jpg,TRUE,5,sun,
grass (2637).jpg,TRUE,6,sun,
grass (2638).jpg,TRUE,5,sun,
grass (2639).jpg,TRUE,6,sun,
grass (2640).jpg,TRUE,5,sun,
grass (2641).jpg,TRUE,5,sun,
grass (2642).jpg,TRUE,5,sun,
grass (2643).jpg,TRUE,5,sun,
grass (2644).jpg,TRUE,6,sun,
grass (2645).jpg,TRUE,6,sun,
grass (2646).jpg,TRUE,6,sun,
grass (2647).jpg,TRUE,6,sun,
grass (2648).jpg,TRUE,6,sun,
grass (2649).jpg,TRUE,6,sun,
grass (2650).jpg,TRUE,6,sun,
grass (2651).jpg,TRUE,6,sun,
grass (2652).jpg,FALSE,3,sun,
grass (2653).jpg,TRUE,7,sun,
grass (2654).jpg,TRUE,6,partial,
grass (2655).jpg,TRUE,7,partial,
grass (2656).jpg,TRUE,6,partial,
grass (2657).jpg,TRUE,6,partial,
grass (2658).jpg,TRUE,8,partial,
grass (2659).jpg,TRUE,8,partial,
grass (2660).jpg,TRUE,8,partial,
grass (2661).jpg,TRUE,5,partial,
grass (2662).jpg,TRUE,5,partial,
grass (2663).jpg,FALSE,4,partial,
grass (2664).jpg,FALSE,4,partial,
grass (2665).jpg,FALSE,4,partial,
grass (2666).jpg,FALSE,3,sun,
grass (2667).jpg,FALSE,4,sun,
grass (2668).jpg,TRUE,7,partial,
grass (2669).jpg,TRUE,6,sun,
grass (2670).jpg,TRUE,6,sun,
grass (2671).jpg,FALSE,4,sun,
grass (2672).jpg,FALSE,4,partial,
grass (2673).jpg,FALSE,4,partial,
grass (2674).jpg,FALSE,3,partial,
grass (2675).jpg,FALSE,4,partial,
grass (2676).jpg,FALSE,3,partial,
grass (2677).jpg,FALSE,3,partial,
grass (2678).jpg,FALSE,3,partial,
grass (2679).jpg,FALSE,2,partial,
grass (2680).jpg,FALSE,4,partial,
grass (2681).jpg,FALSE,3,partial,
grass (2682).jpg,TRUE,5,partial,
grass (2683).jpg,TRUE,6,partial,
grass (2684).jpg,TRUE,6,partial,
grass (2685).jpg,TRUE,7,partial,
grass (2686).jpg,TRUE,6,sun,
grass (2687).jpg,TRUE,7,partial,
grass (2688).jpg,TRUE,8,partial,
grass (2689).jpg,TRUE,7,partial,
grass (2690).jpg,TRUE,7,partial,
grass (2691).jpg,TRUE,6,partial,
grass (2692).jpg,TRUE,6,partial,
grass (2693).jpg,TRUE,6,partial,
grass (2694).jpg,TRUE,7,partial,
grass (2695).jpg,TRUE,7,partial,
grass (2696).jpg,TRUE,5,partial,
grass (2697).jpg,TRUE,6,partial,
grass (2698).jpg,TRUE,5,partial,
